Dates,MXEU Index_Last,MXEU Index_Open,MXEU Index_High,MXEU Index_Low,MXEU Index_Volume
2000-02-04,132.88,132.62,133.68,132.03,3147755520
2000-02-07,131.66,132.86,133.42,131.47,1788001664
2000-02-08,134.67,131.87,135.05,131.87,2899054592
2000-02-09,134.79,134.53,136.5,134.38,2632563968
2000-02-10,134.39,134.49,134.81,133.19,2799496704
2000-02-11,134.1,134.86,135.57,132.91,4101071104
2000-02-14,133.03,133.77,133.77,132.42,2067003008
2000-02-15,130.6,133.01,134.26,130.43,2160387584
2000-02-16,132.23,130.72,132.79,130.65,2353166592
2000-02-17,133.42,132.12,134.67,131.71,2153547776
2000-02-18,132.77,133.4,134.42,132.63,1688446848
2000-02-21,131.31,132.74,132.74,130.6,1303386752
2000-02-22,130.85,131.25,133.09,130.66,2270989824
2000-02-23,132.79,130.94,133.22,130.94,2015339392
2000-02-24,132.98,132.8,135.15,132.8,2025119104
2000-02-25,135.6,133.4,135.73,133.4,1751762432
2000-02-28,134.12,136.35,136.73,133.18,1562012032
2000-02-29,135.71,134.3,136.13,134.3,1788536448
2000-03-01,137.4,135.6,137.49,135.6,2163756288
2000-03-02,140.32,137.05,140.51,136.82,1871412480
2000-03-03,141.8,140.28,142.2,140.06,1928723072
2000-03-06,143.02,142,143.23,142,2124237696
2000-03-07,141.85,143.07,143.68,141.33,1944593024
2000-03-08,140.19,141.5,141.64,139.88,1941369728
2000-03-09,140.49,140.02,141.47,139.86,1543007872
2000-03-10,141.68,140.62,142.87,140.62,1611932544
2000-03-13,138.33,141.33,141.51,136.81,1432820864
2000-03-14,138.6,138.31,139.31,137.9,1273324160
2000-03-15,135.32,138.44,138.44,134.68,1800849664
2000-03-16,137.36,135.48,138.63,135.48,2210131968
2000-03-17,138.47,137.61,140.6,137.55,2652888320
2000-03-20,139.96,138.3,140.33,138.3,1247312256
2000-03-21,139.93,139.83,140.14,138.55,1600597120
2000-03-22,140.37,140.25,142.43,139.86,1782704384
2000-03-23,139.58,140.57,141.18,139.18,1390429056
2000-03-24,142.52,139.63,142.62,139.63,1494018432
2000-03-27,142.27,142.42,143.06,141.83,1085147520
2000-03-28,142.68,142.37,144.09,142.02,1136868608
2000-03-29,142.37,143.19,143.26,142.14,1372976256
2000-03-30,138.89,142.31,142.31,138.65,1587984128
2000-03-31,139.68,138.86,140.24,137.03,1486164608
2000-04-03,137.29,139.73,140.32,136.61,1488797440
2000-04-04,137.99,137.37,138.88,137.2,2011680000
2000-04-05,134.93,137.7,137.7,133.39,1343115392
2000-04-06,137.93,134.93,138.23,134.93,1632118400
2000-04-07,139.63,137.91,139.77,137.91,1324721280
2000-04-10,139.45,139.74,140.64,139.38,1166537984
2000-04-11,136.71,139.21,139.21,136.18,1539431936
2000-04-12,136.66,137.03,138.26,136.23,1459213056
2000-04-13,136.84,136.51,137.09,134.58,1604102400
2000-04-14,133.14,136.63,136.63,132.56,1501051520
2000-04-17,131.32,131.99,131.99,131.32,1755374592
2000-04-18,132.97,131.45,133.8,130.87,1506270208
2000-04-19,134.83,133.51,134.98,133.51,1772367360
2000-04-20,135.71,134.56,135.9,134.42,1291368704
2000-04-21,135.71,135.71,135.71,135.71,1291368704
2000-04-24,135.7,135.7,135.7,135.7,34700
2000-04-25,137.08,135.61,137.33,134.23,1369399936
2000-04-26,138.44,137.49,139.57,137.49,1606462592
2000-04-27,137.35,138.28,139.28,135.72,1527504640
2000-04-28,140.05,137.35,140.72,137.35,1331360128
2000-05-01,140.02,139.8,140.08,139.77,18250504
2000-05-02,142.61,139.92,142.78,139.92,1512244480
2000-05-03,140.64,142.86,142.96,140.58,1399693568
2000-05-04,140.28,140.62,141.05,138.97,1356816384
2000-05-05,140.65,140.16,140.82,138.97,1258812160
2000-05-08,139.68,140.4,141.04,139.08,1029627200
2000-05-09,137.33,139.58,139.71,137.15,1519263488
2000-05-10,134.56,137.16,137.34,134.34,1829110528
2000-05-11,136.95,134.51,137.12,133.01,1638175872
2000-05-12,138.71,137.18,139.15,137.14,1314299648
2000-05-15,137.2,138.25,138.29,137.1,1012425856
2000-05-16,140.15,137.07,140.39,137.07,1651238272
2000-05-17,138.27,140.43,140.43,137.96,1208553088
2000-05-18,138.44,138.29,139.02,137.9,1307418752
2000-05-19,134.25,138.34,138.34,134.06,1732772736
2000-05-22,131.86,133.99,134.67,130.96,1548434048
2000-05-23,132.59,131.61,133.35,131.57,1404780032
2000-05-24,131.36,132.5,132.5,130.39,1682345216
2000-05-25,134.17,131.67,134.48,131.67,1597004544
2000-05-26,132.64,133.82,133.82,131.63,1305336320
2000-05-29,133.82,132.69,134.02,132.69,395268768
2000-05-30,135.69,133.85,135.99,133.85,1445927680
2000-05-31,136.33,135.77,137.12,135.68,1748221440
2000-06-01,138,136.12,138.02,136.04,1151951616
2000-06-02,141.38,138.06,141.68,137.89,1999512192
2000-06-05,140.11,141.49,141.49,139.84,1235217664
2000-06-06,139.1,140.19,140.83,138.64,1549891584
2000-06-07,138.2,139.29,139.29,137.44,1371587456
2000-06-08,138.38,138.12,139.91,137.8,1324407424
2000-06-09,138.19,138.29,139.25,137.92,1272384000
2000-06-12,138.2,138.36,138.81,138.12,734635328
2000-06-13,137.78,138.29,139.03,137.43,1335269376
2000-06-14,139.29,137.54,139.49,137.54,1540651904
2000-06-15,138.51,139.19,139.78,138.51,1473178240
2000-06-16,137.83,138.87,139.61,137.73,1801916544
2000-06-19,137.39,137.5,137.6,136.85,1039643584
2000-06-20,138.75,137.58,138.97,137.58,1120081024
2000-06-21,137.57,138.99,139.11,137.31,1196655104
2000-06-22,137.1,137.77,138.65,136.94,1329633280
2000-06-23,136.92,137.06,137.19,136.29,1291657344
2000-06-26,136.91,137,137.59,136.53,1031221760
2000-06-27,135.97,136.71,137.21,135.59,1355748352
2000-06-28,136.35,136,136.56,135.66,1350369280
2000-06-29,133.12,136.47,136.68,133.06,1643235072
2000-06-30,134.57,133.01,134.88,132.99,1545057408
2000-07-03,136.75,135.03,136.81,134.69,1194336256
2000-07-04,136.71,136.89,137.2,136.22,1066325312
2000-07-05,135.71,136.47,137.54,135.37,1241164032
2000-07-06,136.14,135.63,136.3,134.76,1431276800
2000-07-07,138.48,136.2,138.52,136.2,1359917952
2000-07-10,138.02,138.22,138.86,137.92,967973888
2000-07-11,137.9,137.96,138.13,136.94,1184158976
2000-07-12,138.98,137.99,139.4,137.99,1499978112
2000-07-13,139.74,138.85,140.12,138.39,1596291200
2000-07-14,140.09,139.81,140.61,139.53,1338566400
2000-07-17,140.9,139.95,140.9,139.95,1250524800
2000-07-18,139.64,140.82,140.84,139.51,1267221248
2000-07-19,139.73,139.9,140.26,139.53,1235423232
2000-07-20,140.71,139.87,140.72,139.51,1272422144
2000-07-21,138.46,140.52,140.52,138.36,1292372608
2000-07-24,138.69,138.42,139.17,138.07,1028418048
2000-07-25,138.14,138.44,138.72,137.72,1234876544
2000-07-26,138.06,138.05,138.78,137.87,1154994048
2000-07-27,135.97,138.04,139.71,135.95,2063020288
2000-07-28,135.59,136.08,136.87,135.34,1593416320
2000-07-31,136.83,135.6,136.98,135.21,1172206976
2000-08-01,136.75,136.88,137.21,136.44,1211397504
2000-08-02,137.14,137.05,137.52,136.28,1560569088
2000-08-03,135.6,137.12,137.12,135.07,1604942336
2000-08-04,136.8,135.57,137.82,135.57,1244068224
2000-08-07,137.99,136.67,138.08,136.67,1083331584
2000-08-08,138.31,138.09,139,137.66,1365443200
2000-08-09,139.55,138.33,140.53,138.33,1391715968
2000-08-10,139.03,139.12,139.79,138.71,1170551680
2000-08-11,139.21,138.92,139.27,138.33,1252898048
2000-08-14,140.36,139.3,140.76,139.28,834607872
2000-08-15,140.05,140.25,140.83,139.73,949694016
2000-08-16,140.71,139.81,141.05,139.72,1359180032
2000-08-17,139.9,140.55,140.61,139.25,1366641792
2000-08-18,140.01,139.78,140.24,139.54,1402320896
2000-08-21,140.14,140.19,140.22,139.23,971033088
2000-08-22,140.42,140.13,140.83,139.95,1696795776
2000-08-23,140.31,140.54,140.63,139.6,1635634560
2000-08-24,139.56,140.01,140.55,139.46,1486161920
2000-08-25,139.99,139.59,140.85,139.55,1328634368
2000-08-28,140.6,140.09,140.68,140.09,348670592
2000-08-29,140.11,140.41,140.56,139.77,1052499776
2000-08-30,139.97,139.92,140.57,139.55,1290097664
2000-08-31,140.77,140.01,141.06,139.49,1917343616
2000-09-01,142.93,140.75,143.76,140.75,1976003584
2000-09-04,144.21,142.95,144.27,142.95,1307218816
2000-09-05,143.36,144.3,144.45,143.13,1372221568
2000-09-06,142.77,143.44,143.68,142.76,1346849152
2000-09-07,143.02,142.75,143.29,142.51,1517115776
2000-09-08,140.97,143.09,143.26,140.58,1345586176
2000-09-11,140.9,140.78,141.18,139.74,1449531776
2000-09-12,140.28,140.57,140.57,139.79,1302669568
2000-09-13,138.68,139.79,140.35,138.14,1542045568
2000-09-14,140.04,138.88,140.43,138.72,1621331712
2000-09-15,138.77,139.77,139.8,138.76,2226354176
2000-09-18,137.86,139.03,139.03,137.44,1329884160
2000-09-19,137.94,137.89,138.19,137.12,1462000000
2000-09-20,136.49,138.51,138.95,136.26,1641907584
2000-09-21,134.4,136.48,136.71,133.75,2029136512
2000-09-22,134.44,133.62,134.55,131.74,1974957184
2000-09-25,135.95,135.02,136.32,135.02,1593785216
2000-09-26,134.57,135.73,135.73,134.38,1324424320
2000-09-27,135.17,134.56,135.88,134.14,1663673472
2000-09-28,134.83,135.2,135.64,133.89,1795446400
2000-09-29,135.02,135.23,135.8,134.54,1394818048
2000-10-02,135.93,134.81,136.44,134.47,1367915520
2000-10-03,136.82,136.01,137.2,135.99,1241340416
2000-10-04,136.11,136.77,136.84,135.33,1518871040
2000-10-05,137.05,136.06,137.19,136.05,1432987648
2000-10-06,135.88,136.86,136.89,135.36,1582911744
2000-10-09,133.16,135.81,135.82,132.85,1171658112
2000-10-10,133.35,133.42,134.17,133.07,1770123136
2000-10-11,130.47,133.22,133.22,130.06,2026526592
2000-10-12,131.29,130.82,132.79,129.7,1551733248
2000-10-13,132.52,130.98,132.52,129.23,1897333120
2000-10-16,133.34,132.71,133.76,132.6,1642239744
2000-10-17,131.93,133.37,133.68,131.92,1574884224
2000-10-18,130.87,131.63,131.66,127.88,1669095424
2000-10-19,134.08,132.37,134.28,132.02,1758894720
2000-10-20,134.88,134.25,135.03,132.97,2111308416
2000-10-23,135.9,134.94,136.17,134.68,1486384640
2000-10-24,138.67,135.95,138.78,135.68,1811449216
2000-10-25,137.59,138.39,138.39,136.52,1663382144
2000-10-26,136.61,137.55,138.04,136.47,1595561344
2000-10-27,137.64,136.82,138.54,136.82,1444289792
2000-10-30,138.07,137.88,138.29,137.15,1184781952
2000-10-31,139.34,138.21,139.66,138.15,1795742976
2000-11-01,139.16,139.14,139.93,138.16,1524781824
2000-11-02,138.88,139.13,139.82,138.67,1852392704
2000-11-03,138.86,138.83,139.08,138.15,1711881728
2000-11-06,138.78,138.55,139.32,138.52,1723396224
2000-11-07,138.69,138.39,138.97,137.61,1749231232
2000-11-08,138.45,138.88,139.63,138.33,1616641408
2000-11-09,137.26,138.2,138.28,136.65,1582937216
2000-11-10,135.6,137.02,137.04,135.02,1625558144
2000-11-13,133.7,135.5,135.5,133.18,1292614272
2000-11-14,136.99,134.14,137.03,134.14,1799468416
2000-11-15,137.53,136.96,137.61,136.19,1711843328
2000-11-16,136.93,137.48,137.48,136.22,1658148480
2000-11-17,136.4,136.8,137.62,136.05,1495024384
2000-11-20,134.39,136.59,136.95,134.22,1556467200
2000-11-21,135.15,134.24,135.38,133.87,1571415040
2000-11-22,132.19,135.22,135.22,131.87,2004848000
2000-11-23,133.09,131.98,133.3,131.5,1383324672
2000-11-24,135,133.17,135.35,132.49,1633131520
2000-11-27,135.63,135.01,136.9,135.01,1227539072
2000-11-28,133.65,135.53,135.53,133.49,1582018688
2000-11-29,133.06,133.36,133.55,131.87,1707591552
2000-11-30,130.26,132.86,132.86,130.24,1816468096
2000-12-01,131.82,130.53,132.15,130.53,1770249600
2000-12-04,129.83,131.77,131.77,129.25,1338428288
2000-12-05,133.32,130.08,133.45,130.08,1747000960
2000-12-06,132.67,133.46,134.48,132.41,2134448896
2000-12-07,132.03,132.44,132.55,130.48,1692314496
2000-12-08,132.69,132.21,134.41,132.21,1533043200
2000-12-11,135.36,132.71,135.5,132.7,1860832000
2000-12-12,134.94,135.3,135.31,134.51,1665040896
2000-12-13,134.3,135.25,135.99,134.06,1669387904
2000-12-14,132.07,134.29,134.29,131.65,1844081792
2000-12-15,129.57,131.87,131.87,129.57,2182310400
2000-12-18,130.21,129.56,131.32,129.56,1386537216
2000-12-19,131.7,130.24,131.87,129.46,1610583424
2000-12-20,127.72,127.78,128.19,127.14,1728174976
2000-12-21,126.43,127.26,127.45,125.19,2495305984
2000-12-22,126.51,126.1,127.06,125.91,922830656
2000-12-25,126.51,126.51,126.51,126.51,877
2000-12-26,126.39,126.39,126.39,126.39,13000
2000-12-27,128.22,126.44,128.45,126.42,691737600
2000-12-28,129.22,128.44,129.26,128.41,752646912
2000-12-29,128.95,129.16,129.8,128.85,657322240
2001-01-01,128.95,129.16,129.8,128.85,50000
2001-01-02,127.2,128.82,129.39,127.14,1084668544
2001-01-03,125.76,127.1,127.1,124.57,1727097600
2001-01-04,128.13,127.03,128.7,127.03,2573408512
2001-01-05,127.41,127.83,128.82,126.87,1981077504
2001-01-08,126.86,127.13,127.25,126.56,2090523648
2001-01-09,125.89,126.98,127.85,125.02,2141586176
2001-01-10,125.18,125.76,126.21,124.65,2208489728
2001-01-11,126.45,125.21,126.45,125.08,2197996544
2001-01-12,127.29,126.52,127.66,126.45,2285038592
2001-01-15,127.78,127.26,127.98,126.9,1203225984
2001-01-16,126.11,127.73,127.79,126.04,1773499776
2001-01-17,129.16,126.13,129.23,126.13,2186546688
2001-01-18,128.49,128.75,129.02,127.98,1804818304
2001-01-19,128.29,128.42,129.63,127.95,2453220352
2001-01-22,128.34,128.06,128.61,127.21,1689904000
2001-01-23,128.14,128.23,128.23,127.13,1447450496
2001-01-24,129.49,128.24,130.04,128.22,1900822144
2001-01-25,129.99,129.33,130.38,128.99,2083161984
2001-01-26,129.76,129.79,129.86,128.73,2050544896
2001-01-29,130.05,129.83,130.11,129.27,1471251456
2001-01-30,129.85,130.16,131.01,129.4,1868507520
2001-01-31,130.21,129.66,130.21,129.27,2269350912
2001-02-01,128.84,129.91,129.92,128.52,2080528512
2001-02-02,128.19,128.96,129.37,128.03,1609176320
2001-02-05,127.94,127.87,128.01,127.37,1639319168
2001-02-06,128.73,128.28,128.8,127.98,1916533248
2001-02-07,127.15,128.43,128.43,126.83,2476034048
2001-02-08,127.32,127.23,127.89,126.99,1708943360
2001-02-09,125.52,127.22,127.23,125.46,2144292736
2001-02-12,126.5,125.4,126.58,125.31,1541357056
2001-02-13,126.64,126.6,127.09,126.1,1755693440
2001-02-14,125.27,126.6,126.6,124.7,2298909184
2001-02-15,126.91,125.64,126.91,125.32,1820657280
2001-02-16,124.12,126.63,126.63,123.83,1927537024
2001-02-19,123.73,124.13,124.46,123.55,1365761280
2001-02-20,122.96,123.78,124.81,122.73,1574771584
2001-02-21,121.79,122.98,122.98,120.74,1944252672
2001-02-22,121.31,121.76,122.28,120.44,2019508992
2001-02-23,119.32,121.34,121.68,118.96,1845953920
2001-02-26,120.13,119.1,120.74,119.08,1539354240
2001-02-27,120.3,120.59,121.07,119.68,1673187456
2001-02-28,119.97,119.97,121.01,119.43,1800888704
2001-03-01,118.82,119.59,119.68,118.08,2117064832
2001-03-02,118.77,118.94,119.5,117.89,1901684992
2001-03-05,120.21,118.94,120.26,118.94,1566514048
2001-03-06,121.74,120.37,122.01,120.37,2063108864
2001-03-07,121.77,121.32,122.12,120.59,1968711808
2001-03-08,121.05,121.67,122.32,120.74,1925344256
2001-03-09,119.71,120.86,120.86,119.57,1399745536
2001-03-12,117.03,119.24,119.24,116.64,1604219264
2001-03-13,115.91,116.48,116.56,115.23,2109617792
2001-03-14,114.21,116.31,116.77,111.19,2467051520
2001-03-15,116.16,114.43,116.34,113.39,2090403584
2001-03-16,113.28,116.19,116.19,113.18,2518772224
2001-03-19,112.48,113.29,114.47,112.35,1448066816
2001-03-20,114.15,112.7,114.15,112.7,1729398656
2001-03-21,112.07,113.89,113.89,111.05,2014143360
2001-03-22,107.54,112.04,112.04,107.09,2359452928
2001-03-23,109.87,108.02,110.19,108.02,1920707584
2001-03-26,113.52,110.4,113.65,110.4,1726704000
2001-03-27,115.92,113.53,116.01,112.94,1940683008
2001-03-28,114.41,116.16,116.16,114.1,1818457856
2001-03-29,114.78,114.52,114.78,112.62,2011010432
2001-03-30,115.23,114.6,116.09,114.26,1786513536
2001-04-02,114.83,115.48,115.9,113.69,1698299136
2001-04-03,111.3,112.92,113.1,111,2007989120
2001-04-04,111.58,111.09,111.82,108.39,2350686976
2001-04-05,114.21,111.51,114.55,111.51,2037949824
2001-04-06,113.81,114.44,115.22,112.9,1546932224
2001-04-09,115.44,113.78,115.74,113.29,1464155008
2001-04-10,118.27,115.57,118.29,115.55,2013137024
2001-04-11,118.62,118.13,119.53,117.77,2172972032
2001-04-12,118.32,118.56,118.86,117.82,1265991808
2001-04-13,118.32,118.32,118.32,118.32,1265991808
2001-04-16,118.56,118.56,118.56,118.56,659387
2001-04-17,118.03,118.14,118.16,116.17,1557594368
2001-04-18,121.41,118.19,121.42,118.19,2160561920
2001-04-19,120.8,120.96,121.51,120.06,2773240320
2001-04-20,119.66,120.82,121.02,119.33,2204866304
2001-04-23,118.73,119.5,119.5,118.26,1457608064
2001-04-24,119.26,118.58,119.92,118.49,1796298112
2001-04-25,118.98,118.87,119.15,118.37,1648562176
2001-04-26,119.6,119.26,119.66,118.31,1759254528
2001-04-27,121.49,119.43,121.66,118.92,1745648640
2001-04-30,122.75,121.57,122.83,121.5,1266034304
2001-05-01,122.36,122.67,122.67,122.25,798271104
2001-05-02,121.74,122.31,122.92,121.56,2428984576
2001-05-03,119.32,121.64,121.87,119.22,2544205568
2001-05-04,120.14,119.43,120.23,118.47,2013907584
2001-05-07,120.93,120.29,121.12,120.29,428648192
2001-05-08,121,120.93,121.58,119.87,1748427008
2001-05-09,120.27,120.84,120.84,119.58,1594281088
2001-05-10,122.48,120.11,122.74,120.07,2131608320
2001-05-11,121.99,122.43,122.65,121.8,1621828480
2001-05-14,119.94,121.86,121.86,119.87,1471854336
2001-05-15,121.2,119.96,121.29,119.96,1598633088
2001-05-16,121.2,121.07,121.27,119.3,1817917184
2001-05-17,122.39,121.61,123.03,121.61,2070240896
2001-05-18,123.21,122.34,123.39,121.97,1927931264
2001-05-21,123.9,123.43,123.97,122.97,1322276224
2001-05-22,124.88,124,125.38,124,2242721280
2001-05-23,123.93,124.98,124.98,123.91,1823867904
2001-05-24,124.1,123.88,124.62,123.77,1215685760
2001-05-25,123.46,123.96,124.08,123.19,1408728576
2001-05-28,123.48,123.34,123.79,123.17,268689216
2001-05-29,122.84,123.65,124.03,122.56,1635878912
2001-05-30,121.16,122.64,122.64,121.13,2182029568
2001-05-31,121.65,121.25,121.9,120.55,2024764928
2001-06-01,121.42,121.65,121.99,120.83,1825082752
2001-06-04,121.85,121.39,122,121.37,1039276544
2001-06-05,123.19,122,123.22,121.83,1718394368
2001-06-06,122.31,122.88,123.14,122.18,2017372800
2001-06-07,121.93,122.01,122.5,121.04,1640889088
2001-06-08,121.73,122.03,122.92,121.57,1966095104
2001-06-11,120.67,121.69,121.87,120.59,1509951104
2001-06-12,118.2,120.45,120.62,117.78,2291346688
2001-06-13,119.17,117.92,119.5,117.92,1869015168
2001-06-14,117.62,119.09,119.09,117.28,1833718912
2001-06-15,116.61,117.4,117.43,115.59,2731225600
2001-06-18,115.56,116.68,116.68,115.49,1567772288
2001-06-19,116,115.72,116.9,115.55,1903786624
2001-06-20,115.62,115.87,115.87,114.46,2143259264
2001-06-21,115.61,115.67,116.02,115.17,1801514496
2001-06-22,116.04,115.65,116.69,115.63,1670256256
2001-06-25,115.85,115.91,116.36,115.35,1522855808
2001-06-26,114.08,115.68,115.68,113.51,1804238336
2001-06-27,114.14,114.03,114.44,113.99,1634197504
2001-06-28,115.85,114.16,115.98,112.76,2415904768
2001-06-29,116.98,115.89,117.09,115.65,2125065856
2001-07-02,118.66,117.11,118.79,116.65,1678793216
2001-07-03,117.18,118.63,118.63,117.02,1768788480
2001-07-04,116.42,117.12,117.22,116.01,1158289920
2001-07-05,115.73,116.29,116.29,115.21,2304574720
2001-07-06,113.21,115.72,115.72,113.1,2031480448
2001-07-09,113.06,113.03,113.32,111.63,1705481088
2001-07-10,112.26,112.91,113.65,112.14,1720895232
2001-07-11,110.72,111.44,111.49,110.41,2076010240
2001-07-12,112.26,111.23,112.76,111.23,2081928576
2001-07-13,112.97,112.27,113,111.33,1589348352
2001-07-16,112.33,112.73,112.79,111.92,1068758592
2001-07-17,111.38,112.36,112.36,110.89,1635446272
2001-07-18,109.82,111.12,111.12,109.42,1788305664
2001-07-19,111.56,109.77,111.81,109.02,1970722176
2001-07-20,110.63,111.55,111.55,110.01,1794791424
2001-07-23,111.11,110.65,112.11,110.22,1546334336
2001-07-24,109.47,110.92,110.92,109.47,1764619392
2001-07-25,108,109.5,110.05,107.85,1853690112
2001-07-26,108.9,108,109.17,107.87,1746930816
2001-07-27,110.98,108.92,111.03,108.92,1707784448
2001-07-30,112.17,110.95,112.35,110.57,1480515712
2001-07-31,113.4,112.33,113.49,111.58,1771425920
2001-08-01,113.69,113.21,113.8,112.94,1550929920
2001-08-02,113.73,113.67,115.24,113.54,2124023296
2001-08-03,112.61,113.72,113.73,112.39,1428495744
2001-08-06,112.67,112.73,113.41,112.22,1054525376
2001-08-07,112.95,112.73,113.15,111.47,1469783040
2001-08-08,111.56,112.96,112.96,111.2,1571633024
2001-08-09,109.32,110.22,111.29,109.1,1691091968
2001-08-10,108.44,109.33,110.26,108.03,1492582400
2001-08-13,108.97,108.56,109.27,108.14,1182678272
2001-08-14,110.33,109.09,110.85,109.09,1478524800
2001-08-15,109.45,110.3,110.39,109.29,1014332288
2001-08-16,108.27,109.3,112.81,107.98,1712192384
